1,2,3,4,5,LLE1,LLE2,LLE3,LLE4,LLE5,LLE6,LTSA1,LTSA2,LTSA3,LTSA4,LTSA5,LTSA6,Mod_LLE1,Mod_LLE2,Mod_LLE3,Mod_LLE4,Mod_LLE5,Mod_LLE6,Isomap1,Isomap2,Isomap3,Isomap4,Isomap5,Isomap6,MDS1,MDS2,MDS3,MDS4,MDS5,MDS6,SE1,SE2,SE3,SE4,SE5,SE6,tSNE1,tSNE2,tSNE3,tSNE4,tSNE5,tSNE6,blosum62_val1,blosum62_val2,blosum62_val3,blosum62_val4,blosum62_val5,blosum62_val6,tip_pos,protrusion,length,total_charge,nr_charged,Happiness_mean,Nr_sad,identity,similarity,Hydropathy,Hydropathy_diff,Access,Relacc,Scacc,Screlacc,local_CA,simlength,local_CA_nom
0.0,0.0,0.0,0.0,0.0,-0.2886733732125432,-0.28867597713116033,-0.2886751206007719,0.5763152936874568,-0.2886748319827046,0.5783840092994347,-0.007985412193957672,-0.0042804999946049575,-0.004280499994604932,-0.9996982109213941,0.001407221040465504,-0.02238514331408266,-0.2388394343760522,-0.34751035840083283,-0.335426350606225,0.5734420866036518,-0.2259437715552956,0.5742778283349095,-0.0507555647642776,14.485143581183006,-6.26928392304559,-9.841768789602586,11.51843348583195,-9.841768789602522,-11.687155408055608,-5.760703191887356,-5.760703191887356,5.1161277271789745,6.4613662422416995,11.631067822409651,0.011706880652720757,-0.22072076894477505,-0.22072076894477494,0.4651499376406336,-0.326966610156189,0.4651499376406333,-2585.554443359375,-1499.26904296875,1870.7030029296875,576.0569458007812,-536.1796264648439,576.0569458007812,6.5239916474934425,12.291944314136307,12.291944314136307,2.0434102595849977,9.284708189935591,2.0434102595849977,98,7.466117,13,-1,1,0.925,0,0.846,0.843,0.49,0.0,428.69199999999995,262.848,349.39300000000014,265.10200000000003,0.35700000000000004,0.064846,>0<1
1.0,0.5,0.0,0.0,0.0,-0.30791265891168124,-0.3148575813286912,0.5996714464918754,-0.08270200471707859,-0.41293869753879897,0.5187394960043661,-0.09463520004543102,-0.10853824014913917,0.7163844694895752,-0.008860070148289517,-0.6637538289630395,0.15940286981638688,-0.2687275079090397,-0.3022410442933366,0.6147776636122049,-0.15841397947233546,-0.4046619451024824,0.5192668131650657,-9.090899430197434,-2.540785216101371,12.434371330765236,0.3544899385851599,-11.831345441502073,10.674168818450486,2.374380944211771,4.2404993940663305,11.249859553943999,-4.472067020136364,-12.438856080188193,-0.9538167918975502,-0.29358210703965043,-0.2406083861703734,0.4010139769506221,0.0866043343902048,-0.3964843881924538,0.36191779955056974,-346.8000793457031,-270.13629150390625,-240.9622039794922,-320.9417724609375,-376.0223388671875,-295.9183654785156,4.184283986282792,3.0243993199886288,11.490571481977575,5.987266346239562,1.306780115042809,10.637245461448362,99,5.213565,7,-1,1,0.809,1,0.5710000000000001,0.429,1.13,0.0,319.452,191.153,277.998,210.18200000000002,1.992,0.061286,>1<2
1.0,1.0,1.0,0.75,0.0,-0.46841689178555196,0.5726132148951233,-0.08093330444767287,-0.18513659243227512,0.5274636265312446,-0.3655900527608588,0.0,0.0,0.0,0.0,0.0,1.0,0.34506734442129056,-0.5249477654155471,-0.11082110294481473,0.2280495509683733,-0.4878598289920672,0.5505118019627839,1.7710344073561015,-7.202234930206585,-2.868207844587112,0.981191502418963,-7.677093650688999,14.995310515707637,4.046778533062916,-5.348342026942987,-8.483688183293117,1.3926742185331005,-5.348342026942985,13.740919485583081,-0.2406083861703732,0.3619177995505698,0.08660433439020494,-0.2935821070396503,0.4010139769506222,-0.3964843881924538,-1321.211181640625,-83.02090454101562,767.9462890625,316.39862060546875,-869.7415161132812,-470.3385314941406,7.512297343483803,12.691474181677348,10.73168281119676,5.871641114401232,12.691474181677348,-0.8985760343831387,99,6.600435000000001,22,-1,3,0.899,0,0.364,0.213,-1.01,0.0,698.3660000000001,472.836,544.545,435.00199999999995,5.5520000000000005,0.009682,>4<50
1.0,1.0,0.0,0.0,0.0,-0.13768152813334214,-0.33862047516056426,0.5767870581427346,-0.2150870714741936,-0.4330393840421109,0.5476414006674766,-0.20128622491959366,-0.2709612223895459,0.33494160311089904,-0.3130024311069926,-0.31081167321655584,0.7611199485217296,-0.2571629316680511,-0.2952780496248727,0.6412548875552986,-0.275748623451639,-0.3200303267624203,0.5069650439516821,0.7017031832434748,10.891517754150383,-13.773999784816935,1.3449154351330743,13.95359746256613,-13.117734050276125,6.886105997727808,3.71122988640657,-2.9296139001484502,11.810643904681694,-12.031644544858803,-7.446721343808813,0.019222188057311417,-0.2327099575683026,0.4610849786640102,-0.1891292905002224,-0.3205920168285101,0.4610849786640104,-150.88235473632812,-211.7078399658203,-85.1001968383789,-180.8320770263672,-120.00396728515624,-246.60504150390625,7.366815495709723,10.828248926272042,-0.6428240949322951,9.991373424075304,11.547170603955125,-0.4275086045297103,101,5.23295,11,-1,1,0.904,0,0.636,0.524,-0.35,0.0,187.74200000000002,128.768,153.045,136.156,2.523,0.047636000000000005,>2<3
1.0,1.0,0.0,0.0,0.0,-0.2682542581319172,-0.3056980184927748,-0.2373718933451571,0.5856301581243709,-0.33981809276346986,0.5655121046089495,0.2186888694094057,0.1846283541306405,0.1938037380993201,-0.908910061959766,0.20976447718417096,0.10202462313638984,-0.19931456853975002,-0.37177925941141854,-0.3151994775462652,0.6163967752295069,-0.2564186479765169,0.5263151782443973,-8.125099982303128,-0.5937196231863507,-5.867922091711877,15.445906399552975,-13.26089094466285,12.401726242311215,6.604375269802227,1.953773776728495,-12.257391855210113,-2.1753128089979272,-8.228661368445067,14.103216986122384,-0.0659840188172264,-0.27402955508381016,-0.06598401881722647,0.47534610480712397,-0.27402955508381,0.475346104807124,4.332527160644531,-121.70104217529295,134.28726196289062,-251.6526336669922,281.20016479492193,-398.5572204589844,6.463342184981397,10.152667400879393,10.659935058102468,1.6168919742979395,10.917812455715024,0.32639008365474265,99,8.071984,10,-1,1,0.9470000000000001,0,0.4,0.107,0.82,0.0,156.467,94.956,114.89299999999999,79.902,2.605,0.0107,>2<3
1.0,1.0,0.0,0.0,0.0,0.5138633165266826,0.08385824698554956,0.07670357441616704,-0.5506431464298356,-0.5158513368544629,0.3920693453559035,0.42822984842668704,-0.21780576950217487,0.5817094423214095,0.464108806424817,0.4641088064248171,0.0,0.2711393952311251,0.30546073426171383,-0.26877183417730105,-0.4722958558416826,-0.4297968363279173,0.5942643968540009,2.8844084337811218,1.3748995250526792,-3.29639189861868,-8.157638807098953,-8.874060022812222,16.068782769696046,-10.709470989833253,7.404288357262255,-6.45319626677537,-1.8944435440197744,8.915196126785956,2.737626316580178,0.3088890003272909,0.30888900032729105,-0.21310188765750804,-0.21310188765750804,-0.3088890003272909,0.4477314376329579,2759.279541015625,-1860.204345703125,632.64208984375,-520.1205444335939,-520.1205444335939,1631.485107421875,6.722292411867577,8.378797563991231,10.239353049946484,12.643221183556031,12.643221183556031,-1.3184678348022678,101,5.533811,11,-1,3,0.8270000000000001,0,0.455,0.41700000000000004,-1.74,0.0,140.513,72.973,125.005,80.774,2.35,0.037909,>2<3
1.0,1.0,0.75,0.0,0.0,-0.2682043971106671,-0.4272578762976863,0.5258946972684816,0.0731902928262908,-0.43084724768946425,0.527224531003065,-0.1855027019769066,-0.3750413921617781,0.5227484717732211,0.07825308243775553,-0.542112236689992,0.5016547766176933,-0.0715071716421911,-0.4277070795267605,0.4951500992834778,0.10757156679999216,-0.5760872002130574,0.4725797852985897,0.6942860749199165,10.433841980053217,-10.335889067446946,-2.85626350906373,12.399913588984475,-10.33588906744694,-6.566209112570121,5.007637198429286,10.88605011006663,2.151601703220709,-12.346714432811133,0.8676345336646291,0.1745168152772036,0.3387389311645653,-0.3387389311645653,-0.17451681527720345,0.3599736805107949,-0.3599736805107948,-119.81781005859376,-83.81671905517578,-102.09317016601562,-63.266090393066406,-158.6029052734375,-138.00689697265622,6.968194293687112,7.347628923531354,8.335426675574725,10.880893208164768,6.997152201340443,8.335426675574725,98,5.673271,16,2,4,0.894,0,0.375,0.21899999999999997,-1.17,0.0,410.93,238.148,314.83799999999997,210.329,2.966,0.013687000000000001,>2<3
0.3333333333333333,0.0,0.0,0.0,0.0,0.4707721701385477,-0.19413016054267496,0.4445738999957378,0.24989468101268514,-0.5528822989594958,-0.4182282916448004,0.002372586626680689,0.0023725866266807467,0.002372586626680675,0.9999859269827224,0.002372586626680959,0.002372586626680157,-0.4441118763161441,-0.04727791703576373,-0.529246159950576,0.0036032516421291923,0.4682845194799612,0.5487481821804132,-0.04642689903484349,4.847322553170738,0.3712895137477519,19.085549948267325,-10.408905402640565,-13.848829713510401,10.966518776157518,-7.287070795197347,2.2295790948881318,10.199291344967929,-12.878659852600414,-3.2296585682158168,-0.009578130045045851,-0.16821352561825595,-0.25894574656226466,-0.2589457465622649,0.4495082422856279,0.6407389082707808,1125.103759765625,731.2002563476562,382.7340087890625,44.81310272216797,-303.6644287109375,-697.6024169921875,3.7336660887816286,10.06877682271021,3.951179771879779,12.917729291360171,5.888991821707988,6.602537001468407,99,6.275289,18,-2,4,0.904,0,0.889,0.873,-1.85,0.0,959.678,538.149,799.7739999999999,552.78,0.297,0.0485,>0<1
1.0,1.0,0.25,0.0,0.0,0.039491081679017916,0.5024378157544153,-0.3917907994926044,-0.32371599943809304,-0.3993385906252322,0.5729164921224988,-0.17208987978567658,-0.15340066117110132,-0.19157353465898627,-0.18452464346914704,-0.21044987509973265,0.9120385941773372,-0.2138009293587589,0.4315341701378763,-0.2859003823643901,-0.3054524667022467,-0.3246740072861359,0.6982936155736469,0.005282907167086757,9.910125325013091,-10.972778913785694,-1.7710821560059211,-11.095052322665515,13.923505160276955,-2.331233044902476,-6.144333758850817,2.175350168664988,4.498322900985413,-11.616897953731652,13.418791687834547,0.08660433439020497,0.3619177995505698,-0.2935821070396505,-0.24060838617037325,-0.3964843881924541,0.4010139769506222,-257.2529296875,75.85831451416016,-36.3008918762207,-384.0419616699219,202.6475067138672,-145.09326171875,7.873165912122161,8.78618963304935,10.044230544995557,6.052997652208393,10.399890876406259,2.8619325341554056,101,5.1305629999999995,13,0,2,0.91,0,0.5379999999999999,0.402,-0.1,0.0,301.803,191.692,270.92,201.495,3.1519999999999997,0.030923000000000006,>3<4
1.0,1.0,1.0,0.25,0.0,-0.289714515477296,0.6406719406344029,-0.2506367744370226,-0.30832235701095845,-0.2997881638935241,0.5077898701843763,0.17819802771459642,-0.9124346120063404,0.18456757183888395,0.19519093841774607,0.19616650688564974,0.15831156714797473,-0.32223490113643266,0.6511239545660756,-0.2357157671108439,-0.3260408351698181,-0.2598799693859111,0.4927475182372004,-2.008823639933492,15.079422295795428,-7.106907990260573,-5.059058711015228,-14.671238198446312,13.766606243860176,0.14358264408938273,8.021313034951987,-12.453188310999154,-6.773519125451047,13.355790343266818,-2.2939785858579858,-0.06598401881722664,0.4753461048071244,-0.06598401881722632,-0.27402955508380983,-0.27402955508380983,0.4753461048071242,253.67210388183602,-550.9220581054689,31.84636688232422,-354.68353271484375,-164.38729858398438,-772.7603759765625,3.066140785483352,16.650111001283562,5.898342847046303,1.5722715946827444,0.4343808542756532,10.231923687498334,101,6.087747,16,-3,3,0.8740000000000001,1,0.5,0.316,-1.45,0.0,1118.7089999999996,587.4630000000002,983.597,604.261,3.6180000000000003,0.01975,>3<4
