1,2,3,4,5,LLE1,LLE2,LLE3,LLE4,LLE5,LLE6,LTSA1,LTSA2,LTSA3,LTSA4,LTSA5,LTSA6,Mod_LLE1,Mod_LLE2,Mod_LLE3,Mod_LLE4,Mod_LLE5,Mod_LLE6,Isomap1,Isomap2,Isomap3,Isomap4,Isomap5,Isomap6,MDS1,MDS2,MDS3,MDS4,MDS5,MDS6,SE1,SE2,SE3,SE4,SE5,SE6,tSNE1,tSNE2,tSNE3,tSNE4,tSNE5,tSNE6,blosum62_val1,blosum62_val2,blosum62_val3,blosum62_val4,blosum62_val5,blosum62_val6,tip_pos,protrusion,length,total_charge,nr_charged,Happiness_mean,Nr_sad,identity,similarity,Hydropathy,Hydropathy_diff,Access,Relacc,Scacc,Screlacc,local_CA,simlength,local_CA_nom
0.0,0.0,0.0,0.0,0.0,0.2886776264986529,-0.5764864071999047,0.28867245513677786,0.2886724680125349,-0.578213270353731,0.2886771278029314,0.8536986009550203,0.3346311026414991,-0.17000693266506725,-0.1700069326650672,-0.138728487264932,0.28665382674087925,-0.288676784030018,0.5770973383820021,-0.28867368040701386,-0.2886738902304791,0.5776031261213311,-0.2886761099031784,12.268826746440384,-9.583475739186868,-1.1573792192109402,-1.157379219210939,-9.583475739186873,9.21288317035525,1.8257418583505536,-8.836000717037543,-0.3691811276550799,8.207262640808343,4.5413011414625,-5.369123795928772,-0.2261179884602497,0.4806162193652536,-0.04524875930304464,-0.2261179884602499,0.4806162193652538,-0.2420496140617419,1342.3466796875,297.6195068359375,-907.6796264648438,-907.6796264648438,2522.150390625,-2307.8798828125,6.385283576577487,11.220537970548275,11.336257743399052,11.336257743399052,11.220537970548275,4.486787738276557,99,5.8478080000000014,14,-2,2,0.91,0,0.5,0.375,-0.75,0.23,570.686,384.537,418.914,359.097,4.101,0.026786,>4<50
1.0,0.5,0.0,0.0,0.0,0.4862355034577575,0.4842482706701141,-0.5123687540982934,-0.5103815996470715,-0.02235192664031788,0.07461850622405919,0.0,-1.0467283057891831e-16,0.7071067811865475,0.7071067811865474,0.0,0.0,-0.4853326928468436,-0.4849447184029298,0.5116265870723185,0.5112386602495285,0.02254932442940706,-0.07513716112491056,-4.167571639487815,8.046955078809884,4.6339961857483605,-10.596683020976975,-12.424689060723848,14.50799245663039,3.9152968339599337,-8.98152488515015,-4.834769037220372,-4.83476903722037,1.2487550951588635,13.487011030472093,-0.15811388300841914,-0.31622776601683783,0.15811388300841905,0.31622776601683805,0.4743416490252568,-0.4743416490252567,-235.4048767089844,-366.4708251953125,239.61978149414062,108.7414779663086,-119.48594665527344,-7.069575786590576,7.821876410157406,7.821876410157406,11.730100749908265,11.730100749908265,9.49537171251885,1.4770030844666313,101,5.266815,12,1,3,0.755,3,0.917,0.912,-1.76,0.0,592.8240000000002,356.858,449.23900000000003,280.097,0.254,0.076,>0<1
1.0,1.0,1.0,1.0,0.0,-0.4061073924241595,0.13391707662541474,-0.4046780494520851,0.5138548355846462,0.5151224824773294,-0.35210895286953114,0.0,0.0,0.0,0.0,0.0,1.0,0.31066188965193225,-0.20997707116055625,0.3076022685066387,-0.4882027733325791,-0.4715323610222252,0.5514480473566656,3.0039139914645183,-2.596282553989306,0.25699355792913936,-8.082898099945261,-8.832362401943824,16.250635506484713,0.09806777327760527,2.923839028441832,0.09806777327760496,-8.9345130056651,-8.934513005665101,14.74905143633316,0.3084470140748541,-0.14109202554433906,0.3084470140748543,-0.3084470140748541,-0.3084470140748541,0.4232760766330173,2944.457763671875,1845.210205078125,-1564.9962158203125,-254.8755645751953,-254.8755645751953,870.576904296875,7.740954772547113,10.802125607547604,7.740954772547113,12.229022681667276,12.229022681667276,-1.283910307462107,99,5.2992,8,1,5,0.6659999999999999,2,0.875,0.9109999999999999,-5.09,0.0,248.535,130.29399999999998,200.543,121.429,0.133,0.113875,>0<1
1.0,1.0,0.0,0.0,0.0,0.4788563810732126,-0.22493629637412987,-0.27260636521891723,-0.31680549521459034,0.6622875498787181,-0.3267957741442945,0.2702933166066419,0.12666058093010252,4.440892098500626e-16,-8.083811398051921e-16,0.9544100901793896,3.191891195797325e-16,0.0,0.0,0.0,0.0,-1.0,0.0,8.654113071107536,-3.840416056170649,5.302915407297781,-12.51580187399492,14.914991325755171,-12.51580187399492,-7.8452581533042025,-1.1615023089054468,7.985027428644547,7.985027428644547,-14.948321823723994,7.98502742864455,0.4399798565109426,0.14607750018145366,-0.21287710929814896,-0.2128771092981489,0.4399798565109425,-0.2738545117024972,266.07342529296875,4613.4111328125,-2396.24462890625,-2396.24462890625,2319.096435546875,-2396.24462890625,1.3164993083114238,4.895149176201731,12.552151079200778,12.552151079200778,-2.85898056730944,12.552151079200776,101,3.846947,3,-1,1,0.882,0,0.667,0.611,-0.44,0.0,112.205,57.773,99.632,60.473,0.040999999999999995,0.20366700000000001,>0<1
1.0,0.75,0.25,0.0,0.0,-0.28866418866362936,0.5764864153002313,-0.28866423617263065,-0.2886852379869244,-0.2886860144213768,0.5782132620048277,0.05924028572040421,-0.03707965787926922,0.059240285720404275,-0.4345821806595993,-0.4739072759347484,0.7603660290520213,-0.28867262558322154,0.577097338257589,-0.2886721050048109,-0.28867776411918544,-0.2886779719811497,0.5776031251672598,-1.3665907768489942,-10.83607821121238,-1.3665907768489989,11.831828511497884,12.573509464624884,-10.836078211212397,9.236927250430924,-11.241713355915834,9.236927250430924,0.4970574278244726,3.5125147831453467,-11.241713355915838,-0.16860965091027727,0.4756953327592942,-0.036958632009670506,-0.2502020941773709,-0.27954071629012883,0.4756953327592948,-2535.307861328125,921.158935546875,-295.48223876953125,-1348.2646484375,2338.885009765625,921.158935546875,-2.27549760508629,10.157513359987924,-2.27549760508629,-7.1234499971163885,-8.935202442096,10.157513359987924,98,6.724889999999999,20,1,7,0.805,2,0.25,0.077,-4.07,0.24,730.171,427.536,608.533,414.426,5.59,0.00385,>4<50
1.0,1.0,0.0,0.0,0.0,-0.05918175808788146,0.4596945331746002,-0.3763253438569006,-0.18933608844445607,-0.4624359911906806,0.6275846484053329,-0.15469974065153033,-0.01470909139341531,-0.2469999682183137,-0.18101660476466785,-0.2944218016603272,0.8918472066892625,-0.1320710908189527,0.4214719529937346,-0.362321903662591,-0.17875761619069866,-0.4264360097484133,0.6781146674269222,-0.26591240397740057,9.735736558297113,-10.478068874457255,-1.2491428594455969,-12.029427792846494,14.286815372429636,-9.491653417484057,2.056027761661684,-6.614906290692798,-3.4517001662065088,4.7353120817699725,12.766920030951704,0.019222188057311632,0.4610849786640105,-0.23270995756830265,-0.18912929050022248,-0.32059201682851,0.4610849786640101,-487.6220397949219,318.74884033203125,-68.63486480712889,-265.302001953125,122.07921600341795,541.0805053710939,8.314593735269163,2.8109981046500154,10.698278584149914,8.287879155972531,11.548438387349607,-0.6340874377954133,101,5.302637,22,0,4,0.825,2,0.364,0.242,0.86,0.0,992.86,569.814,827.53,603.37,3.4760000000000004,0.011000000000000001,>3<4
1.0,1.0,0.75,0.0,0.0,0.4305205276005178,-0.3999455756312769,0.4518657305907201,-0.03480514593021348,-0.6416172347788265,0.1939816981490836,0.11396838260485062,0.8004131961819159,0.1139683826048501,-0.5724764309722143,0.07504576531713543,0.0,0.53555885740181,-0.16385544962858284,0.54330863501343,-0.12965826360892685,-0.5742564650494518,-0.211097314128228,2.933630613268277,-8.448814304792085,-0.2700260634462996,0.2611278007392496,-9.829828598023452,15.35391055225432,0.3609584813505178,-9.335433198065052,0.3609584813505178,5.612832490366792,10.730220422754217,-7.729536677756988,0.09996770553648568,-0.3321847730924481,0.12720098894485996,0.2109636755865073,-0.4537782944006261,0.5076636452514953,-72.1138916015625,-433.0237121582031,318.2261962890625,-249.79312133789062,111.10765838623048,-640.169921875,8.984261667817488,10.754761332203376,8.984261667817488,5.953166488023754,10.997405832772396,-0.78591263782167,99,5.887521,10,-1,5,0.764,1,0.5,0.28800000000000003,-2.72,0.51,305.41,185.375,248.668,194.155,1.5590000000000002,0.0288,>1<2
0.3333333333333333,0.0,0.0,0.0,0.0,-0.4061073924241595,0.13391707662541474,-0.4046780494520851,0.5138548355846462,0.5151224824773294,-0.35210895286953114,0.0,0.0,0.0,0.0,0.0,1.0,0.31066188965193225,-0.20997707116055625,0.3076022685066387,-0.4882027733325791,-0.4715323610222252,0.5514480473566656,3.0039139914645183,-2.596282553989306,0.25699355792913936,-8.082898099945261,-8.832362401943824,16.250635506484713,8.568598893389062,2.4509994704238682,8.568598893389062,-8.934513005665101,-8.934513005665101,-1.7191712458717867,0.3084470140748541,-0.14109202554433925,0.3084470140748542,-0.30844701407485425,-0.3084470140748545,0.4232760766330175,2944.457763671875,1845.210205078125,-1564.9962158203125,-254.8755645751953,-254.8755645751953,870.576904296875,7.7409547725471155,10.802125607547604,7.7409547725471155,12.229022681667276,12.229022681667276,-1.2839103074621032,99,5.449466999999999,8,1,5,0.6679999999999999,2,0.875,0.932,-4.5,0.0,267.217,139.04,216.43900000000002,129.987,0.139,0.1165,>0<1
1.0,1.0,0.25,0.0,0.0,-0.16980383461722146,-0.325284065008985,0.563807132810486,-0.2442162610555521,-0.3982747706057345,0.5737717984770017,-0.17494143894203934,-0.2667182683852072,0.30251778955549224,-0.3181655260927728,-0.3195002227547976,0.7768076666194069,-0.19745215541817213,-0.288916357483584,0.4880479222883201,-0.2993307099677165,-0.3538930523407141,0.6515443529218752,0.6726796256000857,10.851279141119514,-13.256058770397225,1.716169625998493,13.906837158980133,-13.890906781300998,2.5079665092178205,5.211311082120806,-8.30502704415026,-11.985818661468453,-1.3618364296278875,13.933404543907974,0.01922218805731158,-0.23270995756830265,0.4610849786640104,-0.1891292905002226,-0.32059201682851,0.4610849786640104,-12.012332916259766,-421.2711486816406,-213.49737548828125,195.76611328125,430.6539001464844,-656.143310546875,7.187541716349925,10.873121270954993,-1.7201177648188524,9.836167782416847,11.659454731610179,-1.0997679075340685,101,5.4013300000000015,10,-1,1,0.855,0,0.6,0.475,0.26,0.0,448.358,295.07099999999997,379.736,281.494,1.5490000000000002,0.0475,>1<2
1.0,1.0,1.0,0.25,0.0,-0.3371352027171295,-0.5298157340265355,0.485173648855771,0.4902596641869499,-0.3032421140617779,0.19475973776277114,0.0,0.0,0.0,0.0,0.0,1.0,-0.2482001760541105,-0.4631871128302535,0.5636568167597683,0.5647180023572498,-0.2207338971328313,-0.19625363310042893,-1.040727797434147,-8.905629240271125,-0.6859276356062279,4.483174991993007,-11.27431676546056,17.423426446779064,6.790027355327405,5.585929758569422,-3.922043731117777,-3.9220437311177783,10.898000365153397,-15.429870016814673,-0.30844701407485403,-0.308447014074854,0.3084470140748545,0.3084470140748545,-0.14109202554433894,0.4232760766330176,332.80242919921875,503.59466552734375,167.1790008544922,696.6672973632812,-3.6158313751220703,-196.6965789794922,6.878568248330492,8.287262881776156,11.402082374254176,11.402082374254176,10.738399040121543,3.5108765884000217,97,5.479181,16,0,2,0.898,0,0.43799999999999994,0.39,-0.07,0.5,486.334,364.899,300.434,269.46299999999997,3.761,0.024375,>3<4
